2015-01-31 00:04:07:90,19.0618,-64.5433,53,2.37
2015-01-31 01:35:37:79,19.1688,-66.3223,31,2.48
2015-01-31 03:05:06:32,19.1373,-68.0298,41,3.48
2015-01-31 03:09:16:73,18.1361,-66.0735,12,2
2015-01-31 03:23:27:84,19.0606,-67.894,28,3.17
2015-01-31 03:28:22:53,19.1625,-64.5708,47,2.55
2015-01-31 03:53:40:91,18.3868,-65.8606,120,2.95
2015-01-31 05:02:23:88,19.1463,-68.0038,42,3.31
2015-01-31 08:06:42:12,18.7836,-67.664,90,3.02
2015-01-31 08:08:18:32,19.1065,-67.6025,25,3
2015-01-31 13:29:32:90,18.339,-67.5863,37,2.78
2015-02-01 02:45:25:08,19.1185,-64.5651,54,2.28
2015-02-01 02:48:29:13,18.7086,-64.096,58,2.16
2015-02-01 04:50:49:63,18.1865,-67.484,157,3.17
2015-02-01 05:45:09:55,19.6341,-66.0398,25,3.38
2015-02-01 06:37:16:99,18.325,-68.2008,174,3.59
2015-02-01 07:01:00:69,18.1788,-66.2585,9,3.14
2015-02-01 07:34:09:69,18.0403,-66.7948,10,2.82
2015-02-01 12:56:12:82,17.2031,-66.1338,25,3.11
2015-02-01 13:01:28:72,19.0251,-64.5766,35,2.91
2015-02-01 13:32:28:47,19.0451,-64.5958,31,3.08
2015-02-01 13:33:55:85,19.208,-64.5796,25,2.88
2015-02-01 13:44:16:06,19.1861,-64.5113,39,2.62
2015-02-01 13:52:14:56,17.6275,-68.7475,134,3.42
2015-02-01 17:01:51:09,19.1181,-64.5965,49,3.42
2015-02-02 01:39:13:19,19.0038,-66.0256,26,2.84
2015-02-02 03:52:00:06,18.9826,-65.0716,11,3.26
2015-02-02 03:52:00:06,18.9826,-65.0716,11,3.26
2015-02-02 08:09:07:17,18.3983,-67.3863,12,2.79
2015-02-02 09:16:02:81,19.0228,-68.0045,7,3.11
2015-02-02 12:25:16:65,18.9255,-65.1633,31,3.05
2015-02-02 15:55:26:60,19.1283,-65.7681,80,3.27
2015-02-02 23:55:02:76,18.0918,-65.6446,14,2.54
2015-02-03 00:46:50:45,18.9976,-64.4708,69,3.44
2015-02-03 03:25:28:48,18.7131,-64.9898,20,2.49
2015-02-03 04:16:47:76,18.7365,-65.2495,52,3.34
2015-02-03 10:56:12:26,19.0681,-67.7141,6,2.71
2015-02-03 21:37:52:88,18.3033,-67.2363,124,3.23
2015-02-03 21:39:36:11,17.8156,-65.9585,12,2.11
2015-02-03 21:56:20:43,17.8318,-65.6493,4,2.23
2015-02-04 03:26:33:88,19.2591,-64.5041,6,2.5
2015-02-04 06:03:56:67,19.0291,-68.4318,53,3.22
2015-02-04 06:13:08:29,19.2936,-68.0963,58,3.01
2015-02-04 07:04:19:91,18.6718,-66.431,103,2.67
2015-02-04 07:09:53:21,19.4848,-65.3701,44,2.56
2015-02-04 09:53:21:84,19.3738,-66.081,27,2.82
2015-02-04 12:34:27:60,19.0781,-68.277,29,2.96
2015-02-04 12:47:51:98,19.0493,-68.3155,73,3.02
2015-02-04 12:59:18:90,19.0376,-68.343,32,3.07
2015-02-04 13:20:19:04,18.334,-67.5215,11,2.31
2015-02-04 21:28:25:09,19.055,-67.7941,11,2.97
2015-02-05 02:17:10:30,19.096,-67.7938,29,3.35
2015-02-05 02:41:45:61,19.0643,-67.8246,29,3.27
2015-02-05 03:17:34:44,19.0728,-67.909,24,3.03
2015-02-05 03:29:37:62,17.7786,-66.7491,10,2.04
2015-02-05 03:40:31:75,19.0021,-64.4565,58,2.73
2015-02-05 05:58:48:37,18.9815,-67.8683,53,2.95
2015-02-05 10:20:03:34,18.447,-66.2086,114,2.58
2015-02-05 14:25:04:31,19.0531,-64.4516,58,2.75
2015-02-05 14:28:55:59,18.9688,-67.8273,16,3.22
2015-02-06 02:45:05:01,18.123,-66.6131,18,2.45
2015-02-06 03:25:03:39,19.0545,-67.7926,30,3.22
2015-02-06 06:06:21:45,19.0516,-65.102,36,2.8
2015-02-06 07:26:23:73,17.792,-66.7691,6,2.43
2015-02-06 19:34:56:31,18.572,-65.6168,9,2.23
2015-02-06 21:32:55:03,18.866,-64.3488,31,2.98
2015-02-08 04:51:39:68,19.1313,-66.6871,40,0
2015-02-08 04:54:25:35,19.1005,-66.6493,35,2.96
2015-02-08 04:56:06:32,19.0461,-66.656,52,2.75
2015-02-08 05:17:09:67,18.769,-67.3326,39,2.97
2015-02-08 05:27:29:99,17.9235,-66.7491,6,2.69
2015-02-08 07:08:36:78,18.9395,-66.4148,49,2.75
2015-02-08 13:21:45:68,19.0678,-65.4623,13,2.65
2015-02-08 23:37:45:35,18.6061,-65.5256,12,3.06
2015-02-08 23:40:07:29,19.14,-65.427,29,2.81
2015-02-09 10:28:53:49,19.2733,-67.9205,24,3.05
2015-02-10 13:25:21:47,19.3603,-67.263,44,3.43
2015-02-10 13:27:26:92,19.3515,-67.3055,44,3.04
2015-02-11 00:18:43:50,18.7761,-67.4528,10,2.71
2015-02-11 03:42:55:17,17.7108,-68.337,107,3.47
2015-02-11 07:55:15:72,18.8301,-65.2218,49,2.95
2015-02-11 07:56:44:14,19.126,-67.13,7,2.43
2015-02-11 09:00:59:74,18.0713,-67.0798,22,1.59
2015-02-11 09:22:05:90,19.0771,-66.4455,50,2.86
2015-02-11 09:23:09:59,19.0873,-66.4603,50,2
2015-02-11 09:41:08:15,19.1091,-66.4733,40,2.49
2015-02-12 06:29:02:96,18.3088,-67.011,24,2.32
2015-02-12 12:01:35:56,17.8035,-65.6363,10,2.01
2015-02-12 12:53:37:92,18.1538,-67.3851,39,2.07
2015-02-13 06:33:42:81,18.5058,-66.8618,71,2.46
2015-02-13 08:13:07:75,18.1616,-64.3145,2,1.63
2015-02-13 11:44:14:36,18.0853,-67.6721,95,3.07
2015-02-13 14:05:41:67,17.94,-66.6588,2,0.96
2015-02-14 03:59:56:76,18.2725,-66.2795,14,2.1
2015-02-14 04:39:32:27,18.2418,-66.3095,12,2.67
2015-02-14 08:28:01:48,19.0138,-68.735,120,3.39
2015-02-14 18:07:56:74,19.1316,-66.0078,24,2.8
2015-02-14 18:42:31:88,18.0991,-65.0231,13,2.59
2015-02-14 19:16:39:12,18.28,-66.3076,14,2.35
2015-02-14 19:33:55:54,18.2755,-66.3075,14,2.03
2015-02-14 20:07:50:56,18.273,-66.3093,20,2.15
2015-02-14 22:07:45:71,18.5323,-66.1621,108,3.03
2015-02-15 00:47:20:94,19.1546,-66.0185,22,2.98
2015-02-15 01:03:43:74,18.2765,-66.3113,13,2.02
2015-02-15 03:47:32:93,18.8873,-67.8468,53,3
2015-02-15 04:48:17:00,18.9938,-67.9436,27,3.19
2015-02-15 04:52:30:91,18.9761,-64.965,44,2.81
2015-02-15 06:22:08:25,17.982,-67.0888,15,1.95
2015-02-15 07:24:50:54,18.3666,-66.4528,123,2.85
2015-02-15 08:51:11:56,18.5568,-65.03,17,2.94
2015-02-15 18:37:56:44,18.0946,-67.09,5,2.64
2015-02-15 22:29:54:61,18.2728,-66.3103,11,2.16
2015-02-16 09:22:36:72,17.8131,-66.1571,12,2.4
2015-02-16 10:56:25:59,17.8538,-66.9038,14,1.92
2015-02-17 02:39:35:49,18.6758,-65.247,53,2.86
2015-02-17 03:28:50:09,18.8728,-64.4906,7,2.47
2015-02-17 04:16:39:17,18.1846,-66.8788,17,3.15
2015-02-17 05:17:44:44,18.8828,-65.1331,13,2.93
2015-02-17 06:22:56:56,18.278,-66.3073,14,2.02
2015-02-17 07:00:41:28,17.9913,-65.619,17,2.05
2015-02-17 09:39:46:64,18.4286,-64.6785,77,2.21
2015-02-17 13:23:55:94,19.1398,-66.5266,28,2.78
2015-02-18 14:20:32:99,18.2438,-67.3986,68,2.3
2015-02-19 06:05:58:30,18.8151,-65.2443,48,2.44
2015-02-19 21:44:46:73,18.1151,-66.617,16,2.37
2015-02-19 22:06:58:51,18.0778,-66.6465,18,2.47
2015-02-20 09:30:21:81,18.8281,-65.1466,75,2.64
2015-02-20 09:37:05:76,17.956,-68.2878,129,3.35
2015-02-20 10:27:17:58,18.5285,-65.05,3,2.7
2015-02-20 11:31:58:03,19.5451,-64.1265,29,0
2015-02-20 14:36:05:07,18.4618,-66.807,117,2.89
2015-02-20 18:40:50:69,18.7633,-66.2776,85,2.89
2015-02-20 19:15:54:46,19.0628,-66.8085,46,2.83
2015-02-20 20:32:00:59,18.313,-64.6818,16,1.3
2015-02-20 20:38:35:31,19.2925,-65.9145,61,2.95
2015-02-20 20:50:17:54,18.9066,-64.182,25,2.22
2015-02-20 23:30:12:19,18.912,-64.5763,29,2.24
2015-02-21 01:23:28:35,18.3956,-67.4863,8,2.87
2015-02-21 01:32:17:53,19.0598,-66.8248,52,2.93
2015-02-21 06:15:12:99,17.8806,-66.8371,14,1.87
2015-02-21 06:28:10:92,19.0671,-64.4671,29,3
2015-02-21 07:20:23:40,18.822,-66.4086,93,3.42
2015-02-21 18:42:07:28,18.9518,-65.3931,62,2.89
2015-02-21 19:39:48:69,19.087,-65.4063,11,2.91
2015-02-21 23:49:20:93,18.285,-65.8535,32,1.33
2015-02-22 03:05:04:72,18.6208,-68.2755,107,3.13
2015-02-22 14:11:44:33,19.2218,-68.3965,129,3.42
2015-02-23 01:48:55:55,19.1005,-64.2463,37,2.92
2015-02-23 01:55:43:63,18.7715,-68.9053,93,3.69
2015-02-23 02:03:03:15,19.1396,-64.2725,31,3.8
2015-02-23 02:28:48:21,18.8383,-64.4613,55,3.03
2015-02-23 02:57:33:03,19.0385,-64.3411,42,2.17
2015-02-23 03:12:32:36,19.143,-64.1956,28,3.36
2015-02-23 03:26:51:20,19.1018,-64.2603,24,2.75
2015-02-23 03:43:45:50,19.1015,-64.3226,34,3.49
2015-02-23 03:46:57:03,19.148,-64.2591,33,3.31
2015-02-23 04:03:04:94,19.0978,-64.2483,24,2.72
2015-02-23 07:28:39:76,19.1568,-64.4181,12,3.04
2015-02-23 09:07:20:26,18.0373,-66.1306,15,2.33
2015-02-23 14:42:11:77,18.3716,-67.4825,100,2.99
2015-02-23 15:34:39:72,18.8301,-64.4631,23,2.56
2015-02-23 22:47:09:57,18.584,-66.0445,73,2.76
2015-02-24 00:26:59:08,18.293,-64.602,103,2.54
2015-02-24 01:19:31:79,19.0028,-65.0578,33,2.94
2015-02-24 01:42:34:05,19.0431,-65.1735,29,2.58
2015-02-24 02:02:03:36,19.0651,-65.0758,30,2.94
2015-02-24 02:59:59:90,19.1995,-65.2626,42,3.06
2015-02-24 05:04:41:78,19.5281,-65.8078,8,2.7
2015-02-24 06:31:00:30,17.9941,-68.212,43,3.21
2015-02-24 08:28:11:08,18.2553,-67.8328,117,2.97
2015-02-24 11:35:17:67,19.1808,-67.1188,85,2.85
2015-02-24 18:29:38:29,18.251,-64.2198,41,2.35
2015-02-24 21:31:41:95,18.834,-65.1391,54,3.3
2015-02-25 11:39:14:00,19.4173,-68.858,133,3.77
2015-02-25 12:20:22:13,18.179,-67.6095,22,2.81
2015-02-25 13:55:50:93,17.9223,-65.4055,15,2.54
2015-02-26 06:29:42:75,18.1415,-66.9941,11,1.55
2015-02-26 21:54:13:48,18.9531,-64.7168,8,2.09
2015-02-26 23:36:09:07,19.222,-66.9133,49,3.32
2015-02-27 09:26:30:73,18.1048,-66.6591,18,2.33
2015-02-27 09:44:39:35,18.0908,-66.2206,20,1.96
2015-02-27 20:56:45:02,19.1021,-68.8823,40,3.44
2015-02-27 23:48:54:78,17.9253,-66.8685,15,2.32
2015-02-28 05:23:11:56,19.1553,-66.517,18,3.18
2015-02-28 08:42:30:73,17.728,-63.9556,156,4.02
2015-02-28 18:14:20:73,17.9433,-66.8671,6,2.23
2015-02-28 19:37:58:33,17.9453,-66.7308,15,2.1
2015-03-01 00:51:34:37,18.5495,-66.1225,108,2.7
2015-03-01 02:59:50:95,19.2318,-67.1876,26,2.98
2015-03-01 05:07:59:20,18.5811,-65.0316,31,2.23
2015-03-01 09:01:56:46,19.011,-65.527,41,2.75
2015-03-01 12:00:13:53,17.94,-66.7241,17,2.17
2015-03-01 18:25:22:27,18.2898,-66.0611,117,2.6
2015-03-01 23:11:38:40,18.5566,-66.8035,82,2.94
2015-03-02 01:15:39:53,18.5055,-64.9933,16,1.18
2015-03-02 06:09:11:86,18.7025,-65.0606,66,2.9
2015-03-02 06:51:07:90,19.119,-66.3913,25,2.78
2015-03-02 17:13:43:56,18.5123,-66.0921,78,2.74
2015-03-03 03:12:07:89,19.6863,-66.2771,40,3
2015-03-03 04:54:24:95,18.5461,-63.8985,2,2.64
2015-03-03 07:47:12:03,19.439,-64.4706,94,3.06
2015-03-03 08:38:16:73,18.027,-66.9608,15,1.53
2015-03-04 01:34:55:31,18.0111,-67,7,1.08
2015-03-04 02:24:35:55,18.0821,-65.5298,20,1.52
2015-03-04 06:34:48:49,18.5716,-65.0931,18,2.29
